Borderpoint,Exit,Entry,Month,Flow Volume
Wysokoje,Belarus,Poland,2008-10-01,228.0
Zandvliet (H),Netherlands,Belgium,2008-10-01,82.0
Zandvliet (L),Netherlands,Belgium,2008-10-01,75.0
Zeebrugge (LNG),Belgium,Liquefied Natural Gas,2008-10-01,
Zeebrugge (LNG),Liquefied Natural Gas,Belgium,2008-10-01,90.0
Zeebrugge (ZPT),Norway,Belgium,2008-10-01,883.0
Zelzate (GTS),Belgium,Netherlands,2008-10-01,157.0
Zelzate (GTS),Netherlands,Belgium,2008-10-01,0.0
Zelzate (Zebra),Belgium,Netherlands,2008-10-01,134.0
Zevenaar,Germany,Netherlands,2008-10-01,0.0
Zevenaar,Netherlands,Germany,2008-10-01,0.0
Adriatic LNG,Liquefied Natural Gas,Italy,2008-11-01,0.0
Almeria,Algeria,Spain,2008-11-01,0.0
Alveringem,Belgium,France,2008-11-01,0.0
Alveringem,France,Belgium,2008-11-01,0.0
Badajoz,Portugal,Spain,2008-11-01,0.0
Badajoz,Spain,Portugal,2008-11-01,183.0
Baltic Connector Inkoo/Paldiski,Finland,Estonia,2008-11-01,0.0
Baltic Connector Inkoo/Paldiski,Estonia,Finland,2008-11-01,0.0
Barcelona,Liquefied Natural Gas,Spain,2008-11-01,573.0
Basel,Germany,Switzerland,2008-11-01,0.0
Baumgarten,Slovak Republic,Austria,2008-11-01,2814.0
Baumgarten,Austria,Slovak Republic,2008-11-01,0.0
Bauska,Latvia,Lithuania,2008-11-01,0.0
BBL,Netherlands,United Kingdom,2008-11-01,0.0
BBL,United Kingdom,Netherlands,2008-11-01,0.0
Beregdaróc,Ukraine,Hungary,2008-11-01,941.0
Beregdaróc,Hungary,Ukraine,2008-11-01,0.0
Bilbao,Liquefied Natural Gas,Spain,2008-11-01,380.0
Biriatou,France,Spain,2008-11-01,0.0
Biriatou,Spain,France,2008-11-01,0.0
Bizzarone Como,Italy,Switzerland,2008-11-01,9.0
Blaregnies (H),Belgium,France,2008-11-01,1039.0
Bocholtz,Germany,Netherlands,2008-11-01,0.0
Bocholtz,Netherlands,Germany,2008-11-01,987.0
Bocholtz-Vetschau,Netherlands,Germany,2008-11-01,
Brandov EUGAL,Germany,Czech Republic,2008-11-01,0.0
Brandov OPAL,Germany,Czech Republic,2008-11-01,0.0
Brandov OPAL,Czech Republic,Germany,2008-11-01,0.0
Branice,Czech Republic,Poland,2008-11-01,0.0
Bras,Belgium,Luxembourg,2008-11-01,32.0
Bras - Petange,Belgium,Luxembourg,2008-11-01,
Budince,Ukraine,Slovak Republic,2008-11-01,0.0
Budince,Slovak Republic,Ukraine,2008-11-01,0.0
Bunde,Germany,Netherlands,2008-11-01,
Bunde,Netherlands,Germany,2008-11-01,
Cartagena,Liquefied Natural Gas,Spain,2008-11-01,345.0
Csanadpalota,Romania,Hungary,2008-11-01,0.0
Csanadpalota,Hungary,Romania,2008-11-01,0.0
Dinxperlo (RWE),Netherlands,Germany,2008-11-01,0.0
Dogubajazit,"Iran, Islamic Republic",Republic of Türkiye,2008-11-01,381.0
Dornum,Norway,Germany,2008-11-01,1341.0
Dortyol FSRU,Liquefied Natural Gas,Republic of Türkiye,2008-11-01,
Dragon LNG,Liquefied Natural Gas,United Kingdom,2008-11-01,0.0
Dragor,Denmark,Sweden,2008-11-01,97.0
Dravaszerdahely,Hungary,Croatia,2008-11-01,0.0
Dravaszerdahely,Croatia,Hungary,2008-11-01,0.0
Drozdowicze,Ukraine,Poland,2008-11-01,406.0
Dunkerque,Norway,France,2008-11-01,1294.0
Dunkerque (LNG),Liquefied Natural Gas,France,2008-11-01,0.0
Easington,Norway,United Kingdom,2008-11-01,1686.0
Edirne,Republic of Türkiye,Liquefied Natural Gas,2008-11-01,
Ellund,Germany,Denmark,2008-11-01,0.0
Ellund,Denmark,Germany,2008-11-01,177.0
Emden (EPT1),Norway,Netherlands,2008-11-01,0.0
Emden (EPT1),Norway,Germany,2008-11-01,
Emden (EPT1),Netherlands,Norway,2008-11-01,0.0
Emden (NPT),Norway,Netherlands,2008-11-01,0.0
Emden (NPT),Norway,Germany,2008-11-01,
Emden (NPT),Netherlands,Norway,2008-11-01,0.0
Etki FSRU,Liquefied Natural Gas,Republic of Türkiye,2008-11-01,
Eynatten (EON/RWE),Germany,Belgium,2008-11-01,257.0
Eynatten (EON/RWE),Belgium,Germany,2008-11-01,0.0
Eynatten (Wingas),Germany,Belgium,2008-11-01,5.0
Eynatten (Wingas),Belgium,Germany,2008-11-01,94.0
Faxe,Denmark,Poland,2008-11-01,0.0
Fernana,Algeria,Tunisia,2008-11-01,2041.0
Finkenherd (EWE),Germany,Poland,2008-11-01,0.0
Fos sur Mer,Liquefied Natural Gas,France,2008-11-01,498.0
FSRU Alexandroupolis,Liquefied Natural Gas,Greece,2008-11-01,
Gate,Liquefied Natural Gas,Netherlands,2008-11-01,0.0
Gela,Libya,Italy,2008-11-01,949.0
Giurgiu,Romania,Bulgaria,2008-11-01,0.0
Giurgiu,Bulgaria,Romania,2008-11-01,0.0
Gorizia,Slovenia,Italy,2008-11-01,0.0
Gorizia,Italy,Slovenia,2008-11-01,2.0
Griespass,Switzerland,Italy,2008-11-01,1298.0
Griespass,Italy,Switzerland,2008-11-01,0.0
Gubin,Germany,Poland,2008-11-01,0.0
Haanrade (RWE),Netherlands,Germany,2008-11-01,0.0
Hermanowice,Poland,Ukraine,2008-11-01,0.0
Hilvarenbeek,Netherlands,Belgium,2008-11-01,0.0
Hilvarenbeek,Belgium,Netherlands,2008-11-01,0.0
"Hochst, Feldkirch/Bangs (Dist. networks)",Switzerland,Austria,2008-11-01,
"Hochst, Feldkirch/Bangs (Dist. networks)",Austria,Switzerland,2008-11-01,
Hora svate Kateriny,Germany,Czech Republic,2008-11-01,68.0
Hora svate Kateriny,Czech Republic,Germany,2008-11-01,1516.0
Huelva,Liquefied Natural Gas,Spain,2008-11-01,476.0
Imatra,Russia,Finland,2008-11-01,457.0
Interconnector,United Kingdom,Belgium,2008-11-01,404.0
Interconnector,Belgium,United Kingdom,2008-11-01,2.0
Interfield transfer from Blane to Ula,United Kingdom,Norway,2008-11-01,3.0
Isaccea,Romania,Ukraine,2008-11-01,0.0
Isaccea,Ukraine,Romania,2008-11-01,1600.0
Isle of Grain,Liquefied Natural Gas,United Kingdom,2008-11-01,179.0
Isle of Grain,United Kingdom,Liquefied Natural Gas,2008-11-01,0.0
Isle of Man,United Kingdom,Isle Of Man,2008-11-01,0.0
Izmir,Liquefied Natural Gas,Republic of Türkiye,2008-11-01,37.0
Jidilovo,Bulgaria,North Macedonia,2008-11-01,13.0
Jidilovo,North Macedonia,Bulgaria,2008-11-01,0.0
Jura,France,Switzerland,2008-11-01,0.0
Kalotina (BG)/ Dimitrovgrad (RS),Serbia,Bulgaria,2008-11-01,
Kalotina (BG)/ Dimitrovgrad (RS),Bulgaria,Serbia,2008-11-01,
Kamminke,Poland,Germany,2008-11-01,5.0
Karksi,Latvia,Estonia,2008-11-01,75.0
Karksi,Estonia,Latvia,2008-11-01,0.0
Kastoria (TAP),Greece,Albania,2008-11-01,0.0
Kiefersfelden,Germany,Austria,2008-11-01,5.0
Kieménai,Lithuania,Latvia,2008-11-01,0.0
Kieménai,Latvia,Lithuania,2008-11-01,0.0
Kipi,Republic of Türkiye,Greece,2008-11-01,49.0
Kireevo(BG)/Zaychar(RS),Bulgaria,Serbia,2008-11-01,0.0
Kireevo(BG)/Zaychar(RS),Serbia,Bulgaria,2008-11-01,
Kiskundorozsma,Hungary,Serbia,2008-11-01,218.0
Kiskundorozsma,Serbia,Hungary,2008-11-01,0.0
Kiyikoy,Russia,Republic of Türkiye,2008-11-01,0.0
Klaipeda,Liquefied Natural Gas,Lithuania,2008-11-01,0.0
Kondratki,Belarus,Poland,2008-11-01,2424.0
Korneti,Estonia,Latvia,2008-11-01,0.0
Korneti,Latvia,Estonia,2008-11-01,12.0
Kotlovka,Belarus,Lithuania,2008-11-01,399.0
KrK - Omisalj,Liquefied Natural Gas,Croatia,2008-11-01,0.0
KrK - Omisalj,Croatia,Liquefied Natural Gas,2008-11-01,0.0
Kula,Greece,Bulgaria,2008-11-01,0.0
Kula,Bulgaria,Greece,2008-11-01,143.0
Laa,Czech Republic,Austria,2008-11-01,0.0
Laa,Austria,Czech Republic,2008-11-01,
Lanzhot,Slovak Republic,Czech Republic,2008-11-01,1900.0
Lanzhot,Czech Republic,Slovak Republic,2008-11-01,0.0
Larrau,France,Spain,2008-11-01,179.0
Larrau,Spain,France,2008-11-01,0.0
Lasow,Germany,Poland,2008-11-01,77.0
Lindau,Germany,Austria,2008-11-01,0.0
Livorno,Liquefied Natural Gas,Italy,2008-11-01,0.0
Malkoclar,Republic of Türkiye,Bulgaria,2008-11-01,0.0
Malkoclar,Bulgaria,Republic of Türkiye,2008-11-01,1126.0
Malkoclar2,Republic of Türkiye,Bulgaria,2008-11-01,
Mallnow (Frankfurt am Oder),Germany,Poland,2008-11-01,0.0
Mallnow (Frankfurt am Oder),Poland,Germany,2008-11-01,2193.0
Marmara Ereglisi,Liquefied Natural Gas,Republic of Türkiye,2008-11-01,239.0
Marmara Ereglisi,Republic of Türkiye,Liquefied Natural Gas,2008-11-01,
Mazara del Vallo,Tunisia,Italy,2008-11-01,1898.0
Mediesu Aurit,Ukraine,Romania,2008-11-01,45.0
Melendugno (TAP),Albania,Italy,2008-11-01,0.0
Melendugno (TAP),Italy,Albania,2008-11-01,0.0
Moffat,United Kingdom,Ireland,2008-11-01,418.0
Mokri Haj,Slovak Republic,Czech Republic,2008-11-01,66.0
Montoir de Bretagne,Liquefied Natural Gas,France,2008-11-01,836.0
Moravia,Czech Republic,Poland,2008-11-01,0.0
Mosonmagyarovar,Austria,Hungary,2008-11-01,208.0
Mosonmagyarovar,Hungary,Austria,2008-11-01,0.0
Murfeld,Austria,Slovenia,2008-11-01,165.0
Murgardos,Liquefied Natural Gas,Spain,2008-11-01,187.0
Musel,Liquefied Natural Gas,Spain,2008-11-01,0.0
Narva,Russia,Estonia,2008-11-01,0.0
Negru Voda,Romania,Bulgaria,2008-11-01,1532.0
Negru Voda,Bulgaria,Romania,2008-11-01,0.0
Nord Stream,Russia,Germany,2008-11-01,0.0
Northern Offshore Gas Transport (NOGAT),Denmark,Netherlands,2008-11-01,145.0
Not Elsewhere Specified,Croatia,Italy,2008-11-01,46.0
Not Elsewhere Specified,Finland,Liquefied Natural Gas,2008-11-01,0.0
Not Elsewhere Specified,Liquefied Natural Gas,Finland,2008-11-01,0.0
Not Elsewhere Specified,Not Elsewhere Specified,Ukraine,2008-11-01,0.0
Not Elsewhere Specified,Russia,Ukraine,2008-11-01,12964.0
Not Elsewhere Specified,Republic of Türkiye,Liquefied Natural Gas,2008-11-01,0.0
Not Elsewhere Specified,Ukraine,"Moldova, Republic",2008-11-01,325.0
Nybro,Norway,Denmark,2008-11-01,0.0
Obbicht,Netherlands,Belgium,2008-11-01,35.0
Obergailbach,Germany,France,2008-11-01,610.0
Oberkappel,Austria,Germany,2008-11-01,9.0
Oberkappel,Germany,Austria,2008-11-01,150.0
"Oberkappel, Uberackern, Storage/distribution",Germany,Austria,2008-11-01,170.0
"Oberkappel, Uberackern, Storage/distribution",Austria,Germany,2008-11-01,196.0
Olbernhau,Germany,Czech Republic,2008-11-01,470.0
Olbernhau,Czech Republic,Germany,2008-11-01,32.0
Oltingue,France,Switzerland,2008-11-01,498.0
Oltingue,Switzerland,France,2008-11-01,0.0
Oude (H-Gas),Netherlands,Germany,2008-11-01,262.0
Oude (H-Gas),Germany,Netherlands,2008-11-01,456.0
Oude (L-Gas),Netherlands,Germany,2008-11-01,0.0
Oude (L-Gas),Germany,Netherlands,2008-11-01,0.0
Panigaglia,Liquefied Natural Gas,Italy,2008-11-01,158.0
Petange,Belgium,Luxembourg,2008-11-01,15.0
Piombino,Liquefied Natural Gas,Italy,2008-11-01,0.0
Privalka,Belarus,Lithuania,2008-11-01,2.0
Remich,Germany,Luxembourg,2008-11-01,71.0
Revithoussa,Liquefied Natural Gas,Greece,2008-11-01,87.0
Revithoussa,Greece,Liquefied Natural Gas,2008-11-01,
Rogatec,Slovenia,Croatia,2008-11-01,110.0
Rogatec,Croatia,Slovenia,2008-11-01,0.0
Ruggel,Austria,Liechtenstein,2008-11-01,8.0
s Gravenvoeren,Belgium,Netherlands,2008-11-01,0.0
s Gravenvoeren,Netherlands,Belgium,2008-11-01,0.0
Sagunto,Liquefied Natural Gas,Spain,2008-11-01,466.0
Sâkiai,Lithuania,Russia,2008-11-01,130.0
Samsun,Russia,Republic of Türkiye,2008-11-01,843.0
Santaka,Lithuania,Poland,2008-11-01,0.0
Santaka,Poland,Lithuania,2008-11-01,0.0
Saros FSRU,Liquefied Natural Gas,Republic of Türkiye,2008-11-01,
Sines,Liquefied Natural Gas,Portugal,2008-11-01,179.0
Snohvit,Norway,Liquefied Natural Gas,2008-11-01,424.0
South Hook,Liquefied Natural Gas,United Kingdom,2008-11-01,0.0
St Fergus (Alvheim and Edvard Greig),Norway,United Kingdom,2008-11-01,0.0
St Fergus (GB) / Gjoa Gas Pipeline (NO),Norway,United Kingdom,2008-11-01,
St Fergus (GB) / Statfjord-Tampen Link (NO),Norway,United Kingdom,2008-11-01,
St Fergus (Statfjord),Norway,United Kingdom,2008-11-01,276.0
St Fergus (Vesterled),Norway,United Kingdom,2008-11-01,860.0
Stara Zagora,Greece,Bulgaria,2008-11-01,
Stara Zagora,Bulgaria,Greece,2008-11-01,0.0
Swinoujscie,Liquefied Natural Gas,Poland,2008-11-01,0.0
Tarifa,Morocco,Spain,2008-11-01,798.0
Tarifa,Spain,Morocco,2008-11-01,0.0
Tarvisio,Austria,Italy,2008-11-01,1972.0
Tarvisio,Italy,Austria,2008-11-01,0.0
Tasnieres (L),Belgium,France,2008-11-01,566.0
Teesside,Liquefied Natural Gas,United Kingdom,2008-11-01,0.0
Teesside via CATS,Norway,United Kingdom,2008-11-01,0.0
Tegelen (OGE),Netherlands,Germany,2008-11-01,0.0
Thayngen,Germany,Switzerland,2008-11-01,0.0
Tietierowka,Belarus,Poland,2008-11-01,8.0
Turkgozu,Georgia,Republic of Türkiye,2008-11-01,0.0
Tuy,Portugal,Spain,2008-11-01,2.0
Tuy,Spain,Portugal,2008-11-01,0.0
Uberackern I,Austria,Germany,2008-11-01,
Uberackern I/II,Germany,Austria,2008-11-01,
Uberackern II,Austria,Germany,2008-11-01,135.0
Uberackern II,Germany,Austria,2008-11-01,15.0
Ungheni,Romania,"Moldova, Republic",2008-11-01,0.0
Varska,Russia,Estonia,2008-11-01,22.0
Velke Kapusany,Ukraine,Slovak Republic,2008-11-01,5309.0
Velke Zlievce,Hungary,Slovak Republic,2008-11-01,0.0
Velke Zlievce,Slovak Republic,Hungary,2008-11-01,0.0
VIP Iberico,Portugal,Spain,2008-11-01,
VIP Iberico,Spain,Portugal,2008-11-01,
VIP Pirineos,France,Spain,2008-11-01,
VIP Pirineos,Spain,France,2008-11-01,
VIP-BENE,Belgium,Netherlands,2008-11-01,
VIP-BENE,Netherlands,Belgium,2008-11-01,
VIP-THE-ZTP,Belgium,Germany,2008-11-01,
VIP-THE-ZTP,Germany,Belgium,2008-11-01,
Virtualys,Belgium,France,2008-11-01,
Virtualys,France,Belgium,2008-11-01,
Vlieghuis (RWE),Netherlands,Germany,2008-11-01,0.0
Vyrava,Poland,Slovak Republic,2008-11-01,0.0
Vyrava,Slovak Republic,Poland,2008-11-01,0.0
Waidhaus,Czech Republic,Germany,2008-11-01,298.0
Waidhaus,Germany,Czech Republic,2008-11-01,8.0
Wallbach,Germany,Switzerland,2008-11-01,1101.0
Wallbach,Switzerland,Germany,2008-11-01,
WestGasTransport (WGT) Pipeline,United Kingdom,Netherlands,2008-11-01,51.0
Winterswijk,Germany,Netherlands,2008-11-01,0.0
Winterswijk,Netherlands,Germany,2008-11-01,438.0
Wysokoje,Belarus,Poland,2008-11-01,216.0
Zandvliet (H),Netherlands,Belgium,2008-11-01,80.0
Zandvliet (L),Netherlands,Belgium,2008-11-01,55.0
Zeebrugge (LNG),Belgium,Liquefied Natural Gas,2008-11-01,
Zeebrugge (LNG),Liquefied Natural Gas,Belgium,2008-11-01,281.0
Zeebrugge (ZPT),Norway,Belgium,2008-11-01,1050.0
Zelzate (GTS),Belgium,Netherlands,2008-11-01,109.0
Zelzate (GTS),Netherlands,Belgium,2008-11-01,0.0
Zelzate (Zebra),Belgium,Netherlands,2008-11-01,111.0
Zevenaar,Germany,Netherlands,2008-11-01,0.0
Zevenaar,Netherlands,Germany,2008-11-01,0.0
Adriatic LNG,Liquefied Natural Gas,Italy,2008-12-01,0.0
Almeria,Algeria,Spain,2008-12-01,0.0
Alveringem,Belgium,France,2008-12-01,0.0
Alveringem,France,Belgium,2008-12-01,0.0
Badajoz,Portugal,Spain,2008-12-01,0.0
Badajoz,Spain,Portugal,2008-12-01,85.0
Baltic Connector Inkoo/Paldiski,Finland,Estonia,2008-12-01,0.0
Baltic Connector Inkoo/Paldiski,Estonia,Finland,2008-12-01,0.0
Barcelona,Liquefied Natural Gas,Spain,2008-12-01,584.0
Basel,Germany,Switzerland,2008-12-01,0.0
Baumgarten,Slovak Republic,Austria,2008-12-01,3351.0
Baumgarten,Austria,Slovak Republic,2008-12-01,0.0
Bauska,Latvia,Lithuania,2008-12-01,0.0
BBL,Netherlands,United Kingdom,2008-12-01,0.0
BBL,United Kingdom,Netherlands,2008-12-01,0.0
Beregdaróc,Ukraine,Hungary,2008-12-01,1111.0
Beregdaróc,Hungary,Ukraine,2008-12-01,0.0
Bilbao,Liquefied Natural Gas,Spain,2008-12-01,357.0
Biriatou,France,Spain,2008-12-01,0.0
Biriatou,Spain,France,2008-12-01,0.0
Bizzarone Como,Italy,Switzerland,2008-12-01,13.0
Blaregnies (H),Belgium,France,2008-12-01,1194.0
Bocholtz,Germany,Netherlands,2008-12-01,0.0
Bocholtz,Netherlands,Germany,2008-12-01,1208.0
Bocholtz-Vetschau,Netherlands,Germany,2008-12-01,
Brandov EUGAL,Germany,Czech Republic,2008-12-01,0.0
Brandov OPAL,Germany,Czech Republic,2008-12-01,0.0
Brandov OPAL,Czech Republic,Germany,2008-12-01,0.0
Branice,Czech Republic,Poland,2008-12-01,0.0
Bras,Belgium,Luxembourg,2008-12-01,36.0
Bras - Petange,Belgium,Luxembourg,2008-12-01,
Budince,Ukraine,Slovak Republic,2008-12-01,0.0
Budince,Slovak Republic,Ukraine,2008-12-01,0.0
Bunde,Germany,Netherlands,2008-12-01,
Bunde,Netherlands,Germany,2008-12-01,
Cartagena,Liquefied Natural Gas,Spain,2008-12-01,356.0
Csanadpalota,Romania,Hungary,2008-12-01,0.0
Csanadpalota,Hungary,Romania,2008-12-01,0.0
Dinxperlo (RWE),Netherlands,Germany,2008-12-01,0.0
Dogubajazit,"Iran, Islamic Republic",Republic of Türkiye,2008-12-01,433.0
Dornum,Norway,Germany,2008-12-01,1397.0
Dortyol FSRU,Liquefied Natural Gas,Republic of Türkiye,2008-12-01,
Dragon LNG,Liquefied Natural Gas,United Kingdom,2008-12-01,0.0
Dragor,Denmark,Sweden,2008-12-01,115.0
Dravaszerdahely,Hungary,Croatia,2008-12-01,0.0
Dravaszerdahely,Croatia,Hungary,2008-12-01,0.0
Drozdowicze,Ukraine,Poland,2008-12-01,444.0
Dunkerque,Norway,France,2008-12-01,1401.0
Dunkerque (LNG),Liquefied Natural Gas,France,2008-12-01,0.0
Easington,Norway,United Kingdom,2008-12-01,1892.0
Edirne,Republic of Türkiye,Liquefied Natural Gas,2008-12-01,
Ellund,Germany,Denmark,2008-12-01,0.0
Ellund,Denmark,Germany,2008-12-01,227.0
Emden (EPT1),Norway,Netherlands,2008-12-01,0.0
Emden (EPT1),Norway,Germany,2008-12-01,
Emden (EPT1),Netherlands,Norway,2008-12-01,0.0
Emden (NPT),Norway,Netherlands,2008-12-01,0.0
Emden (NPT),Norway,Germany,2008-12-01,
Emden (NPT),Netherlands,Norway,2008-12-01,0.0
Etki FSRU,Liquefied Natural Gas,Republic of Türkiye,2008-12-01,
Eynatten (EON/RWE),Germany,Belgium,2008-12-01,236.0
Eynatten (EON/RWE),Belgium,Germany,2008-12-01,0.0
Eynatten (Wingas),Germany,Belgium,2008-12-01,14.0
Eynatten (Wingas),Belgium,Germany,2008-12-01,1.0
Faxe,Denmark,Poland,2008-12-01,0.0
Fernana,Algeria,Tunisia,2008-12-01,2532.0
Finkenherd (EWE),Germany,Poland,2008-12-01,0.0
Fos sur Mer,Liquefied Natural Gas,France,2008-12-01,419.0
FSRU Alexandroupolis,Liquefied Natural Gas,Greece,2008-12-01,
Gate,Liquefied Natural Gas,Netherlands,2008-12-01,0.0
Gela,Libya,Italy,2008-12-01,957.0
Giurgiu,Romania,Bulgaria,2008-12-01,0.0
Giurgiu,Bulgaria,Romania,2008-12-01,0.0
Gorizia,Slovenia,Italy,2008-12-01,0.0
Gorizia,Italy,Slovenia,2008-12-01,3.0
Griespass,Switzerland,Italy,2008-12-01,1298.0
Griespass,Italy,Switzerland,2008-12-01,0.0
Gubin,Germany,Poland,2008-12-01,1.0
Haanrade (RWE),Netherlands,Germany,2008-12-01,0.0
Hermanowice,Poland,Ukraine,2008-12-01,0.0
Hilvarenbeek,Netherlands,Belgium,2008-12-01,0.0
Hilvarenbeek,Belgium,Netherlands,2008-12-01,0.0
"Hochst, Feldkirch/Bangs (Dist. networks)",Switzerland,Austria,2008-12-01,
"Hochst, Feldkirch/Bangs (Dist. networks)",Austria,Switzerland,2008-12-01,
Hora svate Kateriny,Germany,Czech Republic,2008-12-01,108.0
Hora svate Kateriny,Czech Republic,Germany,2008-12-01,254.0
Huelva,Liquefied Natural Gas,Spain,2008-12-01,478.0
Imatra,Russia,Finland,2008-12-01,417.0
Interconnector,United Kingdom,Belgium,2008-12-01,174.0
Interconnector,Belgium,United Kingdom,2008-12-01,29.0
Interfield transfer from Blane to Ula,United Kingdom,Norway,2008-12-01,0.0
Isaccea,Romania,Ukraine,2008-12-01,0.0
Isaccea,Ukraine,Romania,2008-12-01,1681.0
Isle of Grain,Liquefied Natural Gas,United Kingdom,2008-12-01,220.0
Isle of Grain,United Kingdom,Liquefied Natural Gas,2008-12-01,0.0
Isle of Man,United Kingdom,Isle Of Man,2008-12-01,0.0
Izmir,Liquefied Natural Gas,Republic of Türkiye,2008-12-01,86.0
Jidilovo,Bulgaria,North Macedonia,2008-12-01,15.0
Jidilovo,North Macedonia,Bulgaria,2008-12-01,0.0
Jura,France,Switzerland,2008-12-01,0.0
Kalotina (BG)/ Dimitrovgrad (RS),Serbia,Bulgaria,2008-12-01,
Kalotina (BG)/ Dimitrovgrad (RS),Bulgaria,Serbia,2008-12-01,
Kamminke,Poland,Germany,2008-12-01,6.0
Karksi,Latvia,Estonia,2008-12-01,41.0
Karksi,Estonia,Latvia,2008-12-01,0.0
Kastoria (TAP),Greece,Albania,2008-12-01,0.0
Kiefersfelden,Germany,Austria,2008-12-01,3.0
Kieménai,Lithuania,Latvia,2008-12-01,15.0
Kieménai,Latvia,Lithuania,2008-12-01,0.0
Kipi,Republic of Türkiye,Greece,2008-12-01,43.0
Kireevo(BG)/Zaychar(RS),Bulgaria,Serbia,2008-12-01,0.0
Kireevo(BG)/Zaychar(RS),Serbia,Bulgaria,2008-12-01,
Kiskundorozsma,Hungary,Serbia,2008-12-01,263.0
Kiskundorozsma,Serbia,Hungary,2008-12-01,0.0
Kiyikoy,Russia,Republic of Türkiye,2008-12-01,0.0
Klaipeda,Liquefied Natural Gas,Lithuania,2008-12-01,0.0
Kondratki,Belarus,Poland,2008-12-01,2457.0
Korneti,Estonia,Latvia,2008-12-01,0.0
Korneti,Latvia,Estonia,2008-12-01,0.0
Kotlovka,Belarus,Lithuania,2008-12-01,392.0
KrK - Omisalj,Liquefied Natural Gas,Croatia,2008-12-01,0.0
KrK - Omisalj,Croatia,Liquefied Natural Gas,2008-12-01,0.0
Kula,Greece,Bulgaria,2008-12-01,0.0
Kula,Bulgaria,Greece,2008-12-01,136.0
Laa,Czech Republic,Austria,2008-12-01,0.0
Laa,Austria,Czech Republic,2008-12-01,
Lanzhot,Slovak Republic,Czech Republic,2008-12-01,2065.0
Lanzhot,Czech Republic,Slovak Republic,2008-12-01,0.0
Larrau,France,Spain,2008-12-01,179.0
Larrau,Spain,France,2008-12-01,0.0
Lasow,Germany,Poland,2008-12-01,83.0
Lindau,Germany,Austria,2008-12-01,0.0
Livorno,Liquefied Natural Gas,Italy,2008-12-01,0.0
Malkoclar,Republic of Türkiye,Bulgaria,2008-12-01,0.0
Malkoclar,Bulgaria,Republic of Türkiye,2008-12-01,1136.0
Malkoclar2,Republic of Türkiye,Bulgaria,2008-12-01,
Mallnow (Frankfurt am Oder),Germany,Poland,2008-12-01,0.0
Mallnow (Frankfurt am Oder),Poland,Germany,2008-12-01,2174.0
Marmara Ereglisi,Liquefied Natural Gas,Republic of Türkiye,2008-12-01,323.0
Marmara Ereglisi,Republic of Türkiye,Liquefied Natural Gas,2008-12-01,
Mazara del Vallo,Tunisia,Italy,2008-12-01,2386.0
Mediesu Aurit,Ukraine,Romania,2008-12-01,51.0
Melendugno (TAP),Albania,Italy,2008-12-01,0.0
Melendugno (TAP),Italy,Albania,2008-12-01,0.0
Moffat,United Kingdom,Ireland,2008-12-01,430.0
Mokri Haj,Slovak Republic,Czech Republic,2008-12-01,0.0
Montoir de Bretagne,Liquefied Natural Gas,France,2008-12-01,551.0
Moravia,Czech Republic,Poland,2008-12-01,0.0
Mosonmagyarovar,Austria,Hungary,2008-12-01,203.0
Mosonmagyarovar,Hungary,Austria,2008-12-01,0.0
Murfeld,Austria,Slovenia,2008-12-01,143.0
Murgardos,Liquefied Natural Gas,Spain,2008-12-01,131.0
Musel,Liquefied Natural Gas,Spain,2008-12-01,0.0
Narva,Russia,Estonia,2008-12-01,0.0
Negru Voda,Romania,Bulgaria,2008-12-01,1581.0
Negru Voda,Bulgaria,Romania,2008-12-01,0.0
Nord Stream,Russia,Germany,2008-12-01,0.0
Northern Offshore Gas Transport (NOGAT),Denmark,Netherlands,2008-12-01,169.0
Not Elsewhere Specified,Croatia,Italy,2008-12-01,53.0
Not Elsewhere Specified,Finland,Liquefied Natural Gas,2008-12-01,0.0
Not Elsewhere Specified,Liquefied Natural Gas,Finland,2008-12-01,0.0
Not Elsewhere Specified,Not Elsewhere Specified,Ukraine,2008-12-01,0.0
Not Elsewhere Specified,Russia,Ukraine,2008-12-01,12822.0
Not Elsewhere Specified,Republic of Türkiye,Liquefied Natural Gas,2008-12-01,0.0
Not Elsewhere Specified,Ukraine,"Moldova, Republic",2008-12-01,270.0
Nybro,Norway,Denmark,2008-12-01,0.0
Obbicht,Netherlands,Belgium,2008-12-01,34.0
Obergailbach,Germany,France,2008-12-01,735.0
Oberkappel,Austria,Germany,2008-12-01,15.0
Oberkappel,Germany,Austria,2008-12-01,76.0
"Oberkappel, Uberackern, Storage/distribution",Germany,Austria,2008-12-01,87.0
"Oberkappel, Uberackern, Storage/distribution",Austria,Germany,2008-12-01,314.0
Olbernhau,Germany,Czech Republic,2008-12-01,470.0
Olbernhau,Czech Republic,Germany,2008-12-01,64.0
Oltingue,France,Switzerland,2008-12-01,580.0
Oltingue,Switzerland,France,2008-12-01,0.0
Oude (H-Gas),Netherlands,Germany,2008-12-01,507.0
Oude (H-Gas),Germany,Netherlands,2008-12-01,408.0
Oude (L-Gas),Netherlands,Germany,2008-12-01,0.0
Oude (L-Gas),Germany,Netherlands,2008-12-01,0.0
Panigaglia,Liquefied Natural Gas,Italy,2008-12-01,92.0
Petange,Belgium,Luxembourg,2008-12-01,17.0
Piombino,Liquefied Natural Gas,Italy,2008-12-01,0.0
